PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36254081","Comparative efficacy and safety of pharmacological interventions for severe COVID-19 patients: An updated network meta-analysis of 48 randomized controlled trials","Cheng Q, Zhao G, Chen J, Jia Q, Fang Z.","Medicine (Baltimore). 2022 Oct 14;101(41):e30998. doi: 10.1097/MD.0000000000030998.","Cheng Q","Medicine (Baltimore)","2022","2022/10/18","PMC9575403","","10.1097/MD.0000000000030998"
"36253977","Safflor yellow treating angina pectoris: A pharmacoeconomic evaluation and network meta-analysis","Lu L, Li Y, Jin Q, Chen Y.","Medicine (Baltimore). 2022 Oct 14;101(41):e31036. doi: 10.1097/MD.0000000000031036.","Lu L","Medicine (Baltimore)","2022","2022/10/18","PMC9575819","","10.1097/MD.0000000000031036"
"36253442","Antidepressants for the treatment of adults with major depressive disorder in the maintenance phase: a systematic review and network meta-analysis","Kishi T, Ikuta T, Sakuma K, Okuya M, Hatano M, Matsuda Y, Iwata N.","Mol Psychiatry. 2023 Jan;28(1):402-409. doi: 10.1038/s41380-022-01824-z. Epub 2022 Oct 17.","Kishi T","Mol Psychiatry","2023","2022/10/17","PMC9812779","","10.1038/s41380-022-01824-z"
"36252747","Different neoadjuvant therapies for locally advanced rectal cancer: A systematic review and network meta-analysis","Petrelli F, Trevisan F, Tomasello G, De Stefani A, Viti M, Garrone O, Luciani A, Ghidini M.","Crit Rev Oncol Hematol. 2022 Dec;180:103853. doi: 10.1016/j.critrevonc.2022.103853. Epub 2022 Oct 15.","Petrelli F","Crit Rev Oncol Hematol","2022","2022/10/17","","","10.1016/j.critrevonc.2022.103853"
"36252104","Network Meta-Analysis of Non-Conventional Therapies for Improving Upper Limb Motor Impairment Poststroke","Saikaley M, Pauli G, Sun H, Serra JR, Iruthayarajah J, Teasell R.","Stroke. 2022 Dec;53(12):3717-3727. doi: 10.1161/STROKEAHA.122.040687. Epub 2022 Oct 14.","Saikaley M","Stroke","2022","2022/10/17","PMC9698094","","10.1161/STROKEAHA.122.040687"
"36248796","Efficacy, effectiveness, and safety of herpes zoster vaccine in the immunocompetent and immunocompromised subjects: A systematic review and network meta-analysis","Xia Y, Zhang X, Zhang L, Fu C.","Front Immunol. 2022 Sep 30;13:978203. doi: 10.3389/fimmu.2022.978203. eCollection 2022.","Xia Y","Front Immunol","2022","2022/10/17","PMC9561817","","10.3389/fimmu.2022.978203"
"36245023","The Efficacy and Safety of Anti-CD20 Antibody Treatments in Relapsing Multiple Sclerosis: A Systematic Review and Network Meta-analysis","Wu X, Tan X, Zhang J, Wang Z, Wu W, Wang S, Liu Y, Wang Z.","CNS Drugs. 2022 Nov;36(11):1155-1170. doi: 10.1007/s40263-022-00961-x. Epub 2022 Oct 16.","Wu X","CNS Drugs","2022","2022/10/16","","","10.1007/s40263-022-00961-x"
"36244080","Considerations regarding a network meta-analysis of targeted therapies for BRAF-mutant unresectable or metastatic melanoma","Rizzo A.","Cancer Treat Rev. 2022 Dec;111:102469. doi: 10.1016/j.ctrv.2022.102469. Epub 2022 Oct 8.","Rizzo A","Cancer Treat Rev","2022","2022/10/16","","","10.1016/j.ctrv.2022.102469"
"36243288","Two Intramedullary and 1 Extramedullary Cortical Button, With or Without Interference Screw, Show Biomechanical Properties Superior to Native Tendon in Repair of the Distal Biceps Tendon: A Systematic Review and Network Meta-analysis of Biomechanical Performance","Forlenza EM, Lavoie-Gagne O, Parvaresh KC, Berlinberg EJ, Agarwalla A, Forsythe B.","Arthroscopy. 2023 Feb;39(2):390-401. doi: 10.1016/j.arthro.2022.08.037. Epub 2022 Oct 13.","Forlenza EM","Arthroscopy","2023","2022/10/15","","","10.1016/j.arthro.2022.08.037"
"36242929","Effects of modern technology (exergame and virtual reality) assisted rehabilitation vs conventional rehabilitation in patients with Parkinson's disease: a network meta-analysis of randomised controlled trials","Chuang CS, Chen YW, Zeng BY, Hung CM, Tu YK, Tai YC, Wu YC, Hsu CW, Lei WT, Wu SL, Stubbs B, Carvalho AF, Su KP, Chen TY, Tseng PT, Wu MK, Tsai CH.","Physiotherapy. 2022 Dec;117:35-42. doi: 10.1016/j.physio.2022.07.001. Epub 2022 Jul 16.","Chuang CS","Physiotherapy","2022","2022/10/15","","","10.1016/j.physio.2022.07.001"
"36242840","Nonpharmacological interventions for subthreshold depression in adults: A systematic review and network meta-analysis","He R, Wei J, Huang K, Yang H, Chen Y, Liu Z, Ma L, Yong J, Chen L.","Psychiatry Res. 2022 Nov;317:114897. doi: 10.1016/j.psychres.2022.114897. Epub 2022 Oct 9.","He R","Psychiatry Res","2022","2022/10/15","","","10.1016/j.psychres.2022.114897"
"36240196","A systemic review and network meta-analysis of accuracy of intraocular lens power calculation formulas in primary angle-closure conditions","Lu W, Hou Y, Yang H, Sun X.","PLoS One. 2022 Oct 14;17(10):e0276286. doi: 10.1371/journal.pone.0276286. eCollection 2022.","Lu W","PLoS One","2022","2022/10/14","PMC9565378","","10.1371/journal.pone.0276286"
"36239399","The Role of Systemic Therapy in Resectable Colorectal Liver Metastases: Systematic Review and Network Meta-Analysis","Sonbol MB, Siddiqi R, Uson PLS, Pathak S, Firwana B, Botrus G, Almader-Douglas D, Ahn DH, Borad MJ, Starr J, Jones J, Stucky CC, Smoot R, Riaz IB, Bekaii-Saab T.","Oncologist. 2022 Dec 9;27(12):1034-1040. doi: 10.1093/oncolo/oyac212.","Sonbol MB","Oncologist","2022","2022/10/14","PMC9732220","","10.1093/oncolo/oyac212"
"36231615","Identifying the Optimal Exercise Prescription for Patients with Coronary Artery Disease Undergoing Cardiac Rehabilitation: Protocol for a Systematic Review and Network Meta-Analysis of Randomized Control Trials","Shah S, Dibben G, Ketkar A, Hare DL, Myers J, Franklin B, Babu AS, Taylor RS.","Int J Environ Res Public Health. 2022 Sep 28;19(19):12317. doi: 10.3390/ijerph191912317.","Shah S","Int J Environ Res Public Health","2022","2022/10/14","PMC9566022","","10.3390/ijerph191912317"
"36231376","Effect of Exercise on Vascular Function and Blood Lipids in Postmenopausal Women: A Systematic Review and Network Meta-Analysis","Xin C, Ye M, Zhang Q, He H.","Int J Environ Res Public Health. 2022 Sep 23;19(19):12074. doi: 10.3390/ijerph191912074.","Xin C","Int J Environ Res Public Health","2022","2022/10/14","PMC9564891","","10.3390/ijerph191912074"
"36231213","Comparative Effectiveness of Physical Activity Intervention Programs on Motor Skills in Children and Adolescents: A Systematic Review and Network Meta-Analysis","Hassan MA, Liu W, McDonough DJ, Su X, Gao Z.","Int J Environ Res Public Health. 2022 Sep 21;19(19):11914. doi: 10.3390/ijerph191911914.","Hassan MA","Int J Environ Res Public Health","2022","2022/10/14","PMC9565026","","10.3390/ijerph191911914"
"36229774","What is the efficacy of aerobic exercise versus strength training in the treatment of migraine? A systematic review and network meta-analysis of clinical trials","Woldeamanuel YW, Oliveira ABD.","J Headache Pain. 2022 Oct 13;23(1):134. doi: 10.1186/s10194-022-01503-y.","Woldeamanuel YW","J Headache Pain","2022","2022/10/13","PMC9563744","","10.1186/s10194-022-01503-y"
"36229556","EAES rapid guideline: updated systematic review, network meta-analysis, CINeMA and GRADE assessment, and evidence-informed European recommendations on the management of common bile duct stones","Boni L, Huo B, Alberici L, Ricci C, Tsokani S, Mavridis D, Amer YS, Andreou A, Berriman T, Donatelli G, Forbes N, Kapiris S, Kayaalp C, Kylänpää L, Parra-Membrives P, Siersema PD, Black GF, Antoniou SA.","Surg Endosc. 2022 Nov;36(11):7863-7876. doi: 10.1007/s00464-022-09662-4. Epub 2022 Oct 13.","Boni L","Surg Endosc","2022","2022/10/13","","","10.1007/s00464-022-09662-4"
"36227855","Efficacy and safety of different antidepressants and anticonvulsants in central poststroke pain: A network meta-analysis and systematic review","Chen KY, Li RY.","PLoS One. 2022 Oct 13;17(10):e0276012. doi: 10.1371/journal.pone.0276012. eCollection 2022.","Chen KY","PLoS One","2022","2022/10/13","PMC9560062","","10.1371/journal.pone.0276012"
"36223614","A systematic review and Bayesian network meta-analysis for comparative safety assessment of favipiravir interventions in hospitalized COVID-19 patients","Yang K, Zeng J, Dai W, Chen M, Yang F.","J Infect Dev Ctries. 2022 Sep 30;16(9):1406-1412. doi: 10.3855/jidc.16083.","Yang K","J Infect Dev Ctries","2022","2022/10/12","","","10.3855/jidc.16083"
"36223286","Laparoscopic Cholecystectomy in Acute Cholecystitis: Refining the Best Surgical Timing Through Network Meta-Analysis of Randomized Trials","Coccolini F, Solaini L, Binda C, Catena F, Chiarugi M, Fabbri C, Ercolani G, Cucchetti A.","Surg Laparosc Endosc Percutan Tech. 2022 Dec 1;32(6):755-763. doi: 10.1097/SLE.0000000000001103.","Coccolini F","Surg Laparosc Endosc Percutan Tech","2022","2022/10/12","","","10.1097/SLE.0000000000001103"
"36221413","Probiotics and rifaximin for the prevention of travelers' diarrhea: A systematic review and network meta-analysis","Fan H, Gao L, Yin Z, Ye S, Zhao H, Peng Q.","Medicine (Baltimore). 2022 Oct 7;101(40):e30921. doi: 10.1097/MD.0000000000030921.","Fan H","Medicine (Baltimore)","2022","2022/10/12","PMC9542755","","10.1097/MD.0000000000030921"
"36214096","Treatments for Burning Mouth Syndrome: A Network Meta-analysis","Alvarenga-Brant R, Costa FO, Mattos-Pereira G, Esteves-Lima RP, Belém FV, Lai H, Ge L, Gomez RS, Martins CC.","J Dent Res. 2023 Feb;102(2):135-145. doi: 10.1177/00220345221130025. Epub 2022 Oct 8.","Alvarenga-Brant R","J Dent Res","2023","2022/10/10","","","10.1177/00220345221130025"
"36207461","The safety of systemic Janus kinase inhibitors in atopic dermatitis: a systematic review and network meta-analysis","Alves C, Penedones A, Mendes D, Batel Marques F.","Eur J Clin Pharmacol. 2022 Dec;78(12):1923-1933. doi: 10.1007/s00228-022-03400-4. Epub 2022 Oct 7.","Alves C","Eur J Clin Pharmacol","2022","2022/10/07","","","10.1007/s00228-022-03400-4"
"36206617","Effects of different interventions on smoking cessation in chronic obstructive pulmonary disease patients: A systematic review and network meta-analysis","Wei X, Guo K, Shang X, Wang S, Yang C, Li J, Li Y, Yang K, Li X, Zhang X.","Int J Nurs Stud. 2022 Dec;136:104362. doi: 10.1016/j.ijnurstu.2022.104362. Epub 2022 Sep 14.","Wei X","Int J Nurs Stud","2022","2022/10/07","","","10.1016/j.ijnurstu.2022.104362"
"36205830","Comparative outcomes of single-incision laparoscopic, mini-laparoscopic, four-port laparoscopic, three-port laparoscopic, and single-incision robotic cholecystectomy: a systematic review and network meta-analysis","Lin H, Zhang J, Li X, Li Y, Su S.","Updates Surg. 2023 Jan;75(1):41-51. doi: 10.1007/s13304-022-01387-2. Epub 2022 Oct 7.","Lin H","Updates Surg","2023","2022/10/07","","","10.1007/s13304-022-01387-2"
"36202828","Direct and indirect comparisons in network meta-analysis of SuperPATH, direct anterior and posterior approaches in total hip arthroplasty","Ramadanov N, Bueschges S, Liu K, Lazaru P, Marintschev I.","Sci Rep. 2022 Oct 6;12(1):16778. doi: 10.1038/s41598-022-20242-3.","Ramadanov N","Sci Rep","2022","2022/10/06","PMC9537282","","10.1038/s41598-022-20242-3"
"36199772","Three Acupuncture Methods for Postoperative Pain in Mixed Hemorrhoids: A Systematic Review and Network Meta-Analysis","Ye S, Zhou J, Guo X, Jiang X.","Comput Math Methods Med. 2022 Sep 26;2022:5627550. doi: 10.1155/2022/5627550. eCollection 2022.","Ye S","Comput Math Methods Med","2022","2022/10/06","PMC9529437","","10.1155/2022/5627550"
"36198012","Efficacy and Safety of Direct Oral Anticoagulants in Stable Coronary Artery Disease and Atrial Fibrillation: A Systematic Review and Network Meta-Analysis","Ma F, Yuan L, Wen X, Wang Y, Li Q, Chen C.","Clin Appl Thromb Hemost. 2022 Jan-Dec;28:10760296221131033. doi: 10.1177/10760296221131033.","Ma F","Clin Appl Thromb Hemost","2022","2022/10/05","PMC9537486","","10.1177/10760296221131033"
"36197231","The treatment effect of Levofloxacin, Moxifloxacin, and Gatifloxacin contained in the conventional therapy regimen for pulmonary tuberculosis: Systematic review and network meta-analysis","He Y, Li X.","Medicine (Baltimore). 2022 Sep 23;101(38):e30412. doi: 10.1097/MD.0000000000030412.","He Y","Medicine (Baltimore)","2022","2022/10/05","PMC9509103","","10.1097/MD.0000000000030412"
"36197174","Efficacy and safety of different doses of baricitinib for rheumatoid arthritis: A Bayesian network meta-analysis","Haikun W, Na W, Dan S.","Medicine (Baltimore). 2022 Sep 23;101(38):e30676. doi: 10.1097/MD.0000000000030676.","Haikun W","Medicine (Baltimore)","2022","2022/10/05","PMC9509125","","10.1097/MD.0000000000030676"
"36196591","UEG and EAES rapid guideline: Update systematic review, network meta-analysis, CINeMA and GRADE assessment, and evidence-informed European recommendations on surgical management of GERD","Markar S, Andreou A, Bonavina L, Florez ID, Huo B, Kontouli KM, Low DE, Mavridis D, Maynard N, Moss A, Pera M, Savarino E, Siersema P, Sifrim D, Watson DI, Zaninotto G, Antoniou SA.","United European Gastroenterol J. 2022 Nov;10(9):983-998. doi: 10.1002/ueg2.12318. Epub 2022 Oct 5.","Markar S","United European Gastroenterol J","2022","2022/10/05","PMC9731663","","10.1002/ueg2.12318"
"36195825","Inotropes, vasopressors, and mechanical circulatory support for treatment of cardiogenic shock complicating myocardial infarction: a systematic review and network meta-analysis","Fernando SM, Mathew R, Sadeghirad B, Brodie D, Belley-Côté EP, Thiele H, van Diepen S, Fan E, Di Santo P, Simard T, Russo JJ, Tran A, Lévy B, Combes A, Hibbert B, Rochwerg B.","Can J Anaesth. 2022 Dec;69(12):1537-1553. doi: 10.1007/s12630-022-02337-7. Epub 2022 Oct 4.","Fernando SM","Can J Anaesth","2022","2022/10/04","","","10.1007/s12630-022-02337-7"
"36194053","Effects of Anticholinergics on Death Rattle: A Systematic Review and Network Meta-Analysis","Taburee W, Dhippayom T, Nagaviroj K, Dilokthornsakul P.","J Palliat Med. 2023 Mar;26(3):431-440. doi: 10.1089/jpm.2022.0386. Epub 2022 Oct 3.","Taburee W","J Palliat Med","2023","2022/10/04","","","10.1089/jpm.2022.0386"
"36191010","Comparative efficacy and acceptability of non-pharmacological interventions in fibromyalgia: Protocol for a network meta-analysis","Souza MB, Mascarenhas RO, Maia LB, Fonseca LS, Silva HJ, de Zoete RMJ, McAuley JH, Henschke N, Oliveira VC.","PLoS One. 2022 Oct 3;17(10):e0274406. doi: 10.1371/journal.pone.0274406. eCollection 2022.","Souza MB","PLoS One","2022","2022/10/03","PMC9529083","","10.1371/journal.pone.0274406"
"36189843","Network Meta-Analysis of All Available Regimens Based on Drug-Coated Balloon Angioplasty and Laser Atherectomy for Femoropopliteal In-Stent Restenosis","Yu C, Tang W, Ren T, Chen Q, Lu R, Gao Y.","J Endovasc Ther. 2024 Jun;31(3):390-399. doi: 10.1177/15266028221125581. Epub 2022 Oct 3.","Yu C","J Endovasc Ther","2024","2022/10/03","","","10.1177/15266028221125581"
"36189501","Adjuvant therapy in neonatal sepsis to prevent mortality - A systematic review and network meta-analysis","Abiramalatha T, Ramaswamy VV, Bandyopadhyay T, Somanath SH, Shaik NB, Kallem VR, Pullattayil AK, Kaushal M.","J Neonatal Perinatal Med. 2022;15(4):699-719. doi: 10.3233/NPM-221025.","Abiramalatha T","J Neonatal Perinatal Med","2022","2022/10/03","","","10.3233/NPM-221025"
"36189211","Cardiotoxicity of immune checkpoint inhibitors: A frequency network meta-analysis","Liu M, Cheng X, Ni R, Zheng B, Huang S, Yang J.","Front Immunol. 2022 Sep 14;13:1006860. doi: 10.3389/fimmu.2022.1006860. eCollection 2022.","Liu M","Front Immunol","2022","2022/10/03","PMC9515416","","10.3389/fimmu.2022.1006860"
"36188426","The Choice of Anesthetic Drugs in Outpatient Hysteroscopic Surgery: A Systematic Review and Network Meta-Analysis","Li S, Wu B, Peng B, Zhang Q, Zhao H, Hou K, An L.","Dis Markers. 2022 Sep 21;2022:2408685. doi: 10.1155/2022/2408685. eCollection 2022.","Li S","Dis Markers","2022","2022/10/03","PMC9519305","","10.1155/2022/2408685"
"36183848","Comparative efficacy of different treatment modalities in the management of pediatric non-alcoholic fatty liver disease: A systematic review and network meta-analysis","Theodoridis X, Kalopitas G, Vadarlis A, Bakaloudi DR, Gkiourtzis Ν, Dionysopoulos G, Karanika E, Tsekitsidi E, Chourdakis M.","Pharmacol Ther. 2022 Dec;240:108294. doi: 10.1016/j.pharmthera.2022.108294. Epub 2022 Sep 30.","Theodoridis X","Pharmacol Ther","2022","2022/10/02","","","10.1016/j.pharmthera.2022.108294"
"36181527","Efficacy of first-line systemic treatment regimens for recurrent/metastatic head and neck squamous cell carcinoma: a network meta-analysis","Yu X, Su X, Fang L, Zhang H, Chen X, Pu Y, Liu H, Guo R.","Eur Arch Otorhinolaryngol. 2023 Mar;280(3):1391-1401. doi: 10.1007/s00405-022-07673-4. Epub 2022 Oct 1.","Yu X","Eur Arch Otorhinolaryngol","2023","2022/10/01","","","10.1007/s00405-022-07673-4"
"36181083","Clinical efficacy of different shoulder joint drug injections for rotator cuff injuries: A network meta-analysis","Zhi F, Cai F, Zhang W, Xiong L, Hu J, Lin X.","Medicine (Baltimore). 2022 Sep 30;101(39):e30659. doi: 10.1097/MD.0000000000030659.","Zhi F","Medicine (Baltimore)","2022","2022/10/01","PMC9524873","","10.1097/MD.0000000000030659"
"36179784","A systematic review and network meta-analysis of the effectiveness of sclerotherapy for venous malformation","Cao J, Liu J, Zhang X, Wang Z.","J Vasc Surg Venous Lymphat Disord. 2023 Jan;11(1):210-218.e3. doi: 10.1016/j.jvsv.2022.08.004. Epub 2022 Sep 28.","Cao J","J Vasc Surg Venous Lymphat Disord","2023","2022/09/30","","","10.1016/j.jvsv.2022.08.004"
"36175105","Exercise training modalities in patients with lung cancer: a protocol for systematic review and network meta-analysis","Lu J, Lin R, Zhang C, Zhang M, Wang Y, Zhang Y.","BMJ Open. 2022 Sep 29;12(9):e058788. doi: 10.1136/bmjopen-2021-058788.","Lu J","BMJ Open","2022","2022/09/29","PMC9528628","","10.1136/bmjopen-2021-058788"
"36170165","Management of Chronic Subdural Hematoma: A Systematic Review and Component Network Meta-analysis of 455 Studies With 103 645 Cases","Henry J, Amoo M, Kissner M, Deane T, Zilani G, Crockett MT, Javadpour M.","Neurosurgery. 2022 Dec 1;91(6):842-855. doi: 10.1227/neu.0000000000002144. Epub 2022 Sep 28.","Henry J","Neurosurgery","2022","2022/09/28","","","10.1227/neu.0000000000002144"
